indice,timestamp,regiao,consumo,capacidade,prioridade,custo
784,2026-02-02 16:00:00,Centro-Oeste,768.61,950.0,3,322.82
785,2026-02-02 17:00:00,Sudeste,1141.39,1450.0,5,479.38
786,2026-02-02 18:00:00,Sul,871.22,1050.0,1,365.91
787,2026-02-02 19:00:00,Nordeste,1052.92,1200.0,2,442.22
788,2026-02-02 20:00:00,Norte,686.03,800.0,2,288.13
789,2026-02-02 21:00:00,Centro-Oeste,725.55,950.0,2,304.73
790,2026-02-02 22:00:00,Sudeste,917.82,1450.0,5,385.48
791,2026-02-02 23:00:00,Sul,651.65,1050.0,1,273.69
792,2026-02-03 00:00:00,Nordeste,588.44,1200.0,4,247.14
793,2026-02-03 01:00:00,Norte,369.67,800.0,4,155.26
794,2026-02-03 02:00:00,Centro-Oeste,396.88,950.0,1,166.69
795,2026-02-03 03:00:00,Sudeste,610.36,1450.0,5,256.35
796,2026-02-03 04:00:00,Sul,408.9,1050.0,1,171.74
797,2026-02-03 05:00:00,Nordeste,524.21,1200.0,4,220.17
798,2026-02-03 06:00:00,Norte,389.58,800.0,3,163.62
799,2026-02-03 07:00:00,Centro-Oeste,523.19,950.0,1,219.74
800,2026-02-03 08:00:00,Sudeste,927.14,1450.0,5,389.4
801,2026-02-03 09:00:00,Sul,676.62,1050.0,1,284.18
802,2026-02-03 10:00:00,Nordeste,868.84,1200.0,4,364.91
803,2026-02-03 11:00:00,Norte,600.05,800.0,4,252.02
804,2026-02-03 12:00:00,Centro-Oeste,785.01,950.0,2,329.7
805,2026-02-03 13:00:00,Sudeste,1175.45,1450.0,5,493.69
806,2026-02-03 14:00:00,Sul,912.08,1050.0,1,383.08
807,2026-02-03 15:00:00,Nordeste,954.5,1200.0,1,400.89
808,2026-02-03 16:00:00,Norte,655.46,800.0,2,275.29
809,2026-02-03 17:00:00,Centro-Oeste,768.99,950.0,1,322.97
810,2026-02-03 18:00:00,Sudeste,1222.73,1450.0,5,513.55
811,2026-02-03 19:00:00,Sul,972.87,1050.0,2,408.61
812,2026-02-03 20:00:00,Nordeste,984.55,1200.0,1,413.51
813,2026-02-03 21:00:00,Norte,618.97,800.0,2,259.97
814,2026-02-03 22:00:00,Centro-Oeste,629.84,950.0,4,264.53
815,2026-02-03 23:00:00,Sudeste,862.61,1450.0,5,362.3
816,2026-02-04 00:00:00,Sul,560.16,1050.0,1,235.27
817,2026-02-04 01:00:00,Nordeste,624.68,1200.0,4,262.37
818,2026-02-04 02:00:00,Norte,341.92,800.0,3,143.61
819,2026-02-04 03:00:00,Centro-Oeste,393.13,950.0,1,165.11
820,2026-02-04 04:00:00,Sudeste,594.72,1450.0,5,249.78
821,2026-02-04 05:00:00,Sul,495.9,1050.0,1,208.28
822,2026-02-04 06:00:00,Nordeste,630.96,1200.0,3,265.0
823,2026-02-04 07:00:00,Norte,431.77,800.0,2,181.34
824,2026-02-04 08:00:00,Centro-Oeste,606.58,950.0,1,254.76
825,2026-02-04 09:00:00,Sudeste,1045.04,1450.0,5,438.92
826,2026-02-04 10:00:00,Sul,727.89,1050.0,2,305.71
827,2026-02-04 11:00:00,Nordeste,984.84,1200.0,3,413.63
828,2026-02-04 12:00:00,Norte,641.45,800.0,4,269.41
829,2026-02-04 13:00:00,Centro-Oeste,785.45,950.0,3,329.89
830,2026-02-04 14:00:00,Sudeste,1210.15,1450.0,5,508.26
831,2026-02-04 15:00:00,Sul,921.58,1050.0,4,387.06
832,2026-02-04 16:00:00,Nordeste,974.14,1200.0,3,409.14
833,2026-02-04 17:00:00,Norte,713.55,800.0,1,299.69
834,2026-02-04 18:00:00,Centro-Oeste,799.68,950.0,3,335.87
835,2026-02-04 19:00:00,Sudeste,1291.19,1450.0,5,542.3
836,2026-02-04 20:00:00,Sul,945.43,1050.0,2,397.08
837,2026-02-04 21:00:00,Nordeste,925.37,1200.0,2,388.65
838,2026-02-04 22:00:00,Norte,532.74,800.0,2,223.75
839,2026-02-04 23:00:00,Centro-Oeste,601.46,950.0,3,252.61
840,2026-02-05 00:00:00,Sudeste,790.51,1450.0,5,332.01
841,2026-02-05 01:00:00,Sul,497.02,1050.0,4,208.75
842,2026-02-05 02:00:00,Nordeste,556.55,1200.0,1,233.75
843,2026-02-05 03:00:00,Norte,343.84,800.0,2,144.41
844,2026-02-05 04:00:00,Centro-Oeste,418.7,950.0,3,175.85
845,2026-02-05 05:00:00,Sudeste,695.68,1450.0,5,292.19
846,2026-02-05 06:00:00,Sul,500.66,1050.0,1,210.28
847,2026-02-05 07:00:00,Nordeste,694.28,1200.0,3,291.6
848,2026-02-05 08:00:00,Norte,489.97,800.0,3,205.79
849,2026-02-05 09:00:00,Centro-Oeste,667.62,950.0,4,280.4
850,2026-02-05 10:00:00,Sudeste,1001.84,1450.0,5,420.77
851,2026-02-05 11:00:00,Sul,822.34,1050.0,4,345.38
852,2026-02-05 12:00:00,Nordeste,953.91,1200.0,1,400.64
853,2026-02-05 13:00:00,Norte,638.15,800.0,4,268.02
854,2026-02-05 14:00:00,Centro-Oeste,745.26,950.0,4,313.01
855,2026-02-05 15:00:00,Sudeste,1119.56,1450.0,5,470.22
856,2026-02-05 16:00:00,Sul,857.93,1050.0,3,360.33
857,2026-02-05 17:00:00,Nordeste,1056.29,1200.0,2,443.64
858,2026-02-05 18:00:00,Norte,718.34,800.0,4,301.7
859,2026-02-05 19:00:00,Centro-Oeste,795.34,950.0,4,334.04
860,2026-02-05 20:00:00,Sudeste,1202.01,1450.0,5,504.84
861,2026-02-05 21:00:00,Sul,795.63,1050.0,4,334.17
862,2026-02-05 22:00:00,Nordeste,902.96,1200.0,1,379.24
863,2026-02-05 23:00:00,Norte,514.7,800.0,1,216.17
864,2026-02-06 00:00:00,Centro-Oeste,467.61,950.0,2,196.4
865,2026-02-06 01:00:00,Sudeste,677.3,1450.0,5,284.46
866,2026-02-06 02:00:00,Sul,448.91,1050.0,3,188.54
867,2026-02-06 03:00:00,Nordeste,480.62,1200.0,4,201.86
868,2026-02-06 04:00:00,Norte,324.46,800.0,1,136.27
869,2026-02-06 05:00:00,Centro-Oeste,431.08,950.0,4,181.05
870,2026-02-06 06:00:00,Sudeste,807.62,1450.0,5,339.2
871,2026-02-06 07:00:00,Sul,648.44,1050.0,4,272.35
872,2026-02-06 08:00:00,Nordeste,781.31,1200.0,4,328.15
873,2026-02-06 09:00:00,Norte,597.09,800.0,1,250.78
874,2026-02-06 10:00:00,Centro-Oeste,662.89,950.0,1,278.41
875,2026-02-06 11:00:00,Sudeste,1125.32,1450.0,5,472.63
876,2026-02-06 12:00:00,Sul,821.39,1050.0,2,344.98
877,2026-02-06 13:00:00,Nordeste,1011.03,1200.0,4,424.63
878,2026-02-06 14:00:00,Norte,619.14,800.0,4,260.04
879,2026-02-06 15:00:00,Centro-Oeste,809.23,950.0,4,339.88
880,2026-02-06 16:00:00,Sudeste,1146.05,1450.0,5,481.34
881,2026-02-06 17:00:00,Sul,860.98,1050.0,2,361.61
882,2026-02-06 18:00:00,Nordeste,1018.86,1200.0,4,427.92
883,2026-02-06 19:00:00,Norte,726.76,800.0,1,305.24
884,2026-02-06 20:00:00,Centro-Oeste,784.76,950.0,2,329.6
885,2026-02-06 21:00:00,Sudeste,1138.19,1450.0,5,478.04
886,2026-02-06 22:00:00,Sul,685.56,1050.0,3,287.93
887,2026-02-06 23:00:00,Nordeste,703.65,1200.0,4,295.53
888,2026-02-07 00:00:00,Norte,435.49,800.0,3,182.9
889,2026-02-07 01:00:00,Centro-Oeste,490.26,950.0,1,205.91
890,2026-02-07 02:00:00,Sudeste,603.48,1450.0,5,253.46
891,2026-02-07 03:00:00,Sul,448.1,1050.0,2,188.2
892,2026-02-07 04:00:00,Nordeste,521.64,1200.0,4,219.09
893,2026-02-07 05:00:00,Norte,370.1,800.0,3,155.44
894,2026-02-07 06:00:00,Centro-Oeste,508.44,950.0,4,213.55
895,2026-02-07 07:00:00,Sudeste,857.15,1450.0,5,360.0
896,2026-02-07 08:00:00,Sul,647.72,1050.0,2,272.04
897,2026-02-07 09:00:00,Nordeste,832.05,1200.0,4,349.46
898,2026-02-07 10:00:00,Norte,544.81,800.0,2,228.82
899,2026-02-07 11:00:00,Centro-Oeste,750.75,950.0,2,315.31
900,2026-02-07 12:00:00,Sudeste,1155.69,1450.0,5,485.39
901,2026-02-07 13:00:00,Sul,797.5,1050.0,2,334.95
902,2026-02-07 14:00:00,Nordeste,944.41,1200.0,4,396.65
903,2026-02-07 15:00:00,Norte,682.84,800.0,2,286.79
904,2026-02-07 16:00:00,Centro-Oeste,809.76,950.0,4,340.1
905,2026-02-07 17:00:00,Sudeste,1271.13,1450.0,5,533.87
906,2026-02-07 18:00:00,Sul,946.4,1050.0,2,397.49
907,2026-02-07 19:00:00,Nordeste,1106.15,1200.0,4,464.58
908,2026-02-07 20:00:00,Norte,687.3,800.0,3,288.66
909,2026-02-07 21:00:00,Centro-Oeste,675.35,950.0,1,283.65
910,2026-02-07 22:00:00,Sudeste,1029.02,1450.0,5,432.19
911,2026-02-07 23:00:00,Sul,644.64,1050.0,1,270.75
912,2026-02-08 00:00:00,Nordeste,609.67,1200.0,2,256.06
913,2026-02-08 01:00:00,Norte,384.72,800.0,1,161.58
914,2026-02-08 02:00:00,Centro-Oeste,424.78,950.0,1,178.41
915,2026-02-08 03:00:00,Sudeste,649.74,1450.0,5,272.89
916,2026-02-08 04:00:00,Sul,449.69,1050.0,4,188.87
917,2026-02-08 05:00:00,Nordeste,590.87,1200.0,2,248.17
918,2026-02-08 06:00:00,Norte,382.04,800.0,4,160.46
919,2026-02-08 07:00:00,Centro-Oeste,575.67,950.0,1,241.78
920,2026-02-08 08:00:00,Sudeste,1005.84,1450.0,5,422.45
921,2026-02-08 09:00:00,Sul,681.96,1050.0,4,286.42
922,2026-02-08 10:00:00,Nordeste,892.68,1200.0,1,374.93
923,2026-02-08 11:00:00,Norte,589.48,800.0,2,247.58
924,2026-02-08 12:00:00,Centro-Oeste,789.89,950.0,4,331.75
925,2026-02-08 13:00:00,Sudeste,1206.45,1450.0,5,506.71
926,2026-02-08 14:00:00,Sul,866.65,1050.0,1,363.99
927,2026-02-08 15:00:00,Nordeste,1007.36,1200.0,2,423.09
928,2026-02-08 16:00:00,Norte,712.42,800.0,1,299.22
929,2026-02-08 17:00:00,Centro-Oeste,854.59,950.0,4,358.93
930,2026-02-08 18:00:00,Sudeste,1215.17,1450.0,5,510.37
931,2026-02-08 19:00:00,Sul,891.82,1050.0,2,374.56
932,2026-02-08 20:00:00,Nordeste,1131.89,1200.0,3,475.39
933,2026-02-08 21:00:00,Norte,661.85,800.0,1,277.98
934,2026-02-08 22:00:00,Centro-Oeste,617.7,950.0,1,259.43
935,2026-02-08 23:00:00,Sudeste,888.14,1450.0,5,373.02
936,2026-02-09 00:00:00,Sul,579.01,1050.0,4,243.18
937,2026-02-09 01:00:00,Nordeste,647.08,1200.0,2,271.77
938,2026-02-09 02:00:00,Norte,377.36,800.0,2,158.49
939,2026-02-09 03:00:00,Centro-Oeste,403.9,950.0,4,169.64
940,2026-02-09 04:00:00,Sudeste,614.13,1450.0,5,257.93
941,2026-02-09 05:00:00,Sul,469.02,1050.0,1,196.99
942,2026-02-09 06:00:00,Nordeste,591.14,1200.0,3,248.28
943,2026-02-09 07:00:00,Norte,453.47,800.0,3,190.46
944,2026-02-09 08:00:00,Centro-Oeste,593.0,950.0,4,249.06
945,2026-02-09 09:00:00,Sudeste,1033.75,1450.0,5,434.18
946,2026-02-09 10:00:00,Sul,788.61,1050.0,2,331.22
947,2026-02-09 11:00:00,Nordeste,985.49,1200.0,1,413.91
948,2026-02-09 12:00:00,Norte,657.06,800.0,3,275.96
949,2026-02-09 13:00:00,Centro-Oeste,756.88,950.0,4,317.89
950,2026-02-09 14:00:00,Sudeste,1117.89,1450.0,5,469.51
951,2026-02-09 15:00:00,Sul,819.64,1050.0,4,344.25
952,2026-02-09 16:00:00,Nordeste,1020.29,1200.0,1,428.52
953,2026-02-09 17:00:00,Norte,740.03,800.0,2,310.81
954,2026-02-09 18:00:00,Centro-Oeste,792.31,950.0,3,332.77
955,2026-02-09 19:00:00,Sudeste,1395.52,1450.0,5,586.12
956,2026-02-09 20:00:00,Sul,859.94,1050.0,2,361.17
957,2026-02-09 21:00:00,Nordeste,965.8,1200.0,1,405.63
958,2026-02-09 22:00:00,Norte,565.4,800.0,2,237.47
959,2026-02-09 23:00:00,Centro-Oeste,607.74,950.0,2,255.25
960,2026-02-10 00:00:00,Sudeste,766.37,1450.0,5,321.88
961,2026-02-10 01:00:00,Sul,483.6,1050.0,3,203.11
962,2026-02-10 02:00:00,Nordeste,587.86,1200.0,3,246.9
963,2026-02-10 03:00:00,Norte,342.46,800.0,3,143.83
964,2026-02-10 04:00:00,Centro-Oeste,375.91,950.0,2,157.88
965,2026-02-10 05:00:00,Sudeste,664.16,1450.0,5,278.95
966,2026-02-10 06:00:00,Sul,545.1,1050.0,4,228.94
967,2026-02-10 07:00:00,Nordeste,784.28,1200.0,3,329.4
968,2026-02-10 08:00:00,Norte,531.55,800.0,4,223.25
969,2026-02-10 09:00:00,Centro-Oeste,665.56,950.0,3,279.53
970,2026-02-10 10:00:00,Sudeste,1074.72,1450.0,5,451.38
971,2026-02-10 11:00:00,Sul,809.31,1050.0,1,339.91
972,2026-02-10 12:00:00,Nordeste,1033.24,1200.0,4,433.96
973,2026-02-10 13:00:00,Norte,659.71,800.0,2,277.08
974,2026-02-10 14:00:00,Centro-Oeste,757.76,950.0,2,318.26
975,2026-02-10 15:00:00,Sudeste,1124.08,1450.0,5,472.12
976,2026-02-10 16:00:00,Sul,850.43,1050.0,2,357.18
977,2026-02-10 17:00:00,Nordeste,1012.1,1200.0,2,425.08
978,2026-02-10 18:00:00,Norte,685.91,800.0,4,288.08
979,2026-02-10 19:00:00,Centro-Oeste,791.58,950.0,4,332.46
980,2026-02-10 20:00:00,Sudeste,1328.19,1450.0,5,557.84
981,2026-02-10 21:00:00,Sul,783.24,1050.0,1,328.96
982,2026-02-10 22:00:00,Nordeste,875.53,1200.0,4,367.72
983,2026-02-10 23:00:00,Norte,482.7,800.0,3,202.73
984,2026-02-11 00:00:00,Centro-Oeste,459.44,950.0,4,192.96
985,2026-02-11 01:00:00,Sudeste,661.68,1450.0,5,277.9
986,2026-02-11 02:00:00,Sul,433.01,1050.0,1,181.87
987,2026-02-11 03:00:00,Nordeste,530.99,1200.0,4,223.01
988,2026-02-11 04:00:00,Norte,336.95,800.0,4,141.52
989,2026-02-11 05:00:00,Centro-Oeste,430.29,950.0,4,180.72
990,2026-02-11 06:00:00,Sudeste,752.31,1450.0,5,315.97
991,2026-02-11 07:00:00,Sul,602.25,1050.0,4,252.95
992,2026-02-11 08:00:00,Nordeste,841.55,1200.0,4,353.45
993,2026-02-11 09:00:00,Norte,571.25,800.0,3,239.93
994,2026-02-11 10:00:00,Centro-Oeste,655.09,950.0,1,275.14
995,2026-02-11 11:00:00,Sudeste,1080.97,1450.0,5,454.01
996,2026-02-11 12:00:00,Sul,883.85,1050.0,1,371.22
997,2026-02-11 13:00:00,Nordeste,979.47,1200.0,4,411.38
998,2026-02-11 14:00:00,Norte,680.01,800.0,2,285.6
999,2026-02-11 15:00:00,Centro-Oeste,751.98,950.0,2,315.83
1000,2026-02-11 16:00:00,Sudeste,1127.57,1450.0,5,473.58
1001,2026-02-11 17:00:00,Sul,912.41,1050.0,3,383.21
1002,2026-02-11 18:00:00,Nordeste,1166.78,1200.0,4,490.05
1003,2026-02-11 19:00:00,Norte,690.39,800.0,2,289.96
1004,2026-02-11 20:00:00,Centro-Oeste,779.5,950.0,3,327.39
1005,2026-02-11 21:00:00,Sudeste,1121.17,1450.0,5,470.89
1006,2026-02-11 22:00:00,Sul,685.26,1050.0,3,287.81
1007,2026-02-11 23:00:00,Nordeste,734.84,1200.0,3,308.63
1008,2026-02-12 00:00:00,Norte,436.42,800.0,2,183.3
1009,2026-02-12 01:00:00,Centro-Oeste,487.75,950.0,1,204.85
1010,2026-02-12 02:00:00,Sudeste,699.16,1450.0,5,293.65
1011,2026-02-12 03:00:00,Sul,448.26,1050.0,3,188.27
1012,2026-02-12 04:00:00,Nordeste,552.65,1200.0,3,232.11
1013,2026-02-12 05:00:00,Norte,343.36,800.0,2,144.21
1014,2026-02-12 06:00:00,Centro-Oeste,496.67,950.0,2,208.6
1015,2026-02-12 07:00:00,Sudeste,925.18,1450.0,5,388.58
1016,2026-02-12 08:00:00,Sul,720.12,1050.0,2,302.45
1017,2026-02-12 09:00:00,Nordeste,878.88,1200.0,2,369.13
1018,2026-02-12 10:00:00,Norte,629.35,800.0,3,264.33
1019,2026-02-12 11:00:00,Centro-Oeste,782.05,950.0,3,328.46
1020,2026-02-12 12:00:00,Sudeste,1117.69,1450.0,5,469.43
1021,2026-02-12 13:00:00,Sul,878.6,1050.0,4,369.01
1022,2026-02-12 14:00:00,Nordeste,1012.52,1200.0,2,425.26
1023,2026-02-12 15:00:00,Norte,711.87,800.0,1,298.99
1024,2026-02-12 16:00:00,Centro-Oeste,812.84,950.0,1,341.39
1025,2026-02-12 17:00:00,Sudeste,1336.98,1450.0,5,561.53
1026,2026-02-12 18:00:00,Sul,938.06,1050.0,2,393.99
1027,2026-02-12 19:00:00,Nordeste,1191.8,1200.0,4,500.55
1028,2026-02-12 20:00:00,Norte,690.23,800.0,3,289.9
1029,2026-02-12 21:00:00,Centro-Oeste,779.66,950.0,4,327.46
1030,2026-02-12 22:00:00,Sudeste,1076.52,1450.0,5,452.14
1031,2026-02-12 23:00:00,Sul,676.16,1050.0,2,283.99
1032,2026-02-13 00:00:00,Nordeste,642.59,1200.0,3,269.89
1033,2026-02-13 01:00:00,Norte,401.34,800.0,3,168.56
1034,2026-02-13 02:00:00,Centro-Oeste,409.66,950.0,3,172.06
1035,2026-02-13 03:00:00,Sudeste,653.87,1450.0,5,274.62
1036,2026-02-13 04:00:00,Sul,436.84,1050.0,1,183.47
1037,2026-02-13 05:00:00,Nordeste,545.67,1200.0,2,229.18
1038,2026-02-13 06:00:00,Norte,444.88,800.0,1,186.85
1039,2026-02-13 07:00:00,Centro-Oeste,565.42,950.0,4,237.48
1040,2026-02-13 08:00:00,Sudeste,885.21,1450.0,5,371.79
1041,2026-02-13 09:00:00,Sul,739.13,1050.0,2,310.44
1042,2026-02-13 10:00:00,Nordeste,874.19,1200.0,3,367.16
1043,2026-02-13 11:00:00,Norte,634.76,800.0,4,266.6
1044,2026-02-13 12:00:00,Centro-Oeste,731.5,950.0,4,307.23
1045,2026-02-13 13:00:00,Sudeste,1243.92,1450.0,5,522.44
1046,2026-02-13 14:00:00,Sul,924.09,1050.0,3,388.12
1047,2026-02-13 15:00:00,Nordeste,945.9,1200.0,4,397.28
1048,2026-02-13 16:00:00,Norte,674.17,800.0,2,283.15
1049,2026-02-13 17:00:00,Centro-Oeste,788.26,950.0,2,331.07
1050,2026-02-13 18:00:00,Sudeste,1299.57,1450.0,5,545.82
1051,2026-02-13 19:00:00,Sul,1022.22,1050.0,4,429.33
1052,2026-02-13 20:00:00,Nordeste,1056.62,1200.0,3,443.78
1053,2026-02-13 21:00:00,Norte,656.13,800.0,3,275.57
1054,2026-02-13 22:00:00,Centro-Oeste,606.33,950.0,2,254.66
1055,2026-02-13 23:00:00,Sudeste,821.34,1450.0,5,344.96
1056,2026-02-14 00:00:00,Sul,541.1,1050.0,4,227.26
1057,2026-02-14 01:00:00,Nordeste,590.37,1200.0,2,247.95
1058,2026-02-14 02:00:00,Norte,373.93,800.0,4,157.05
1059,2026-02-14 03:00:00,Centro-Oeste,408.62,950.0,4,171.62
1060,2026-02-14 04:00:00,Sudeste,651.39,1450.0,5,273.58
1061,2026-02-14 05:00:00,Sul,478.79,1050.0,1,201.09
1062,2026-02-14 06:00:00,Nordeste,666.36,1200.0,1,279.87
1063,2026-02-14 07:00:00,Norte,442.47,800.0,1,185.84
1064,2026-02-14 08:00:00,Centro-Oeste,634.92,950.0,4,266.67
1065,2026-02-14 09:00:00,Sudeste,1025.35,1450.0,5,430.65
1066,2026-02-14 10:00:00,Sul,722.47,1050.0,1,303.44
1067,2026-02-14 11:00:00,Nordeste,894.89,1200.0,4,375.85
1068,2026-02-14 12:00:00,Norte,610.57,800.0,2,256.44
1069,2026-02-14 13:00:00,Centro-Oeste,731.81,950.0,2,307.36
1070,2026-02-14 14:00:00,Sudeste,1206.82,1450.0,5,506.87
1071,2026-02-14 15:00:00,Sul,1101.25,1050.0,3,492.09
1072,2026-02-14 16:00:00,Nordeste,1305.23,1200.0,4,611.15
1073,2026-02-14 17:00:00,Norte,832.96,800.0,3,368.72
1074,2026-02-14 18:00:00,Centro-Oeste,993.52,950.0,3,442.31
1075,2026-02-14 19:00:00,Sudeste,1671.58,1450.0,5,842.56
1076,2026-02-14 20:00:00,Sul,1141.22,1050.0,1,533.84
1077,2026-02-14 21:00:00,Nordeste,1141.57,1200.0,3,479.46
1078,2026-02-14 22:00:00,Norte,658.26,800.0,2,276.47
1079,2026-02-14 23:00:00,Centro-Oeste,673.19,950.0,1,282.74
1080,2026-02-15 00:00:00,Sudeste,912.17,1450.0,5,383.11
1081,2026-02-15 01:00:00,Sul,600.2,1050.0,2,252.08
1082,2026-02-15 02:00:00,Nordeste,742.09,1200.0,3,311.68
1083,2026-02-15 03:00:00,Norte,410.75,800.0,1,172.51
1084,2026-02-15 04:00:00,Centro-Oeste,515.93,950.0,1,216.69
1085,2026-02-15 05:00:00,Sudeste,901.88,1450.0,5,378.79
1086,2026-02-15 06:00:00,Sul,655.21,1050.0,2,275.19
1087,2026-02-15 07:00:00,Nordeste,922.54,1200.0,1,387.47
1088,2026-02-15 08:00:00,Norte,648.69,800.0,1,272.45
1089,2026-02-15 09:00:00,Centro-Oeste,807.79,950.0,3,339.27
1090,2026-02-15 10:00:00,Sudeste,1079.49,1450.0,5,453.39
1091,2026-02-15 11:00:00,Sul,825.66,1050.0,2,346.78
1092,2026-02-15 12:00:00,Nordeste,974.83,1200.0,1,409.43
1093,2026-02-15 13:00:00,Norte,642.76,800.0,3,269.96
1094,2026-02-15 14:00:00,Centro-Oeste,723.32,950.0,3,303.79
1095,2026-02-15 15:00:00,Sudeste,1113.88,1450.0,5,467.83
1096,2026-02-15 16:00:00,Sul,877.01,1050.0,1,368.34
1097,2026-02-15 17:00:00,Nordeste,1108.34,1200.0,2,465.5
1098,2026-02-15 18:00:00,Norte,716.39,800.0,4,300.88
1099,2026-02-15 19:00:00,Centro-Oeste,822.63,950.0,2,345.5
1100,2026-02-15 20:00:00,Sudeste,1263.59,1450.0,5,530.71
1101,2026-02-15 21:00:00,Sul,839.5,1050.0,3,352.59
1102,2026-02-15 22:00:00,Nordeste,807.37,1200.0,1,339.09
1103,2026-02-15 23:00:00,Norte,453.05,800.0,3,190.28
1104,2026-02-16 00:00:00,Centro-Oeste,504.06,950.0,1,211.7
1105,2026-02-16 01:00:00,Sudeste,743.65,1450.0,5,312.33
1106,2026-02-16 02:00:00,Sul,486.96,1050.0,3,204.52
1107,2026-02-16 03:00:00,Nordeste,557.37,1200.0,1,234.09
1108,2026-02-16 04:00:00,Norte,328.21,800.0,3,137.85
1109,2026-02-16 05:00:00,Centro-Oeste,402.31,950.0,4,168.97
1110,2026-02-16 06:00:00,Sudeste,737.44,1450.0,5,309.72
1111,2026-02-16 07:00:00,Sul,631.91,1050.0,4,265.4
1112,2026-02-16 08:00:00,Nordeste,761.5,1200.0,1,319.83
1113,2026-02-16 09:00:00,Norte,566.47,800.0,4,237.92
1114,2026-02-16 10:00:00,Centro-Oeste,679.48,950.0,1,285.38
1115,2026-02-16 11:00:00,Sudeste,1167.97,1450.0,5,490.55
1116,2026-02-16 12:00:00,Sul,849.16,1050.0,3,356.65
1117,2026-02-16 13:00:00,Nordeste,986.45,1200.0,2,414.31
1118,2026-02-16 14:00:00,Norte,624.46,800.0,1,262.27
1119,2026-02-16 15:00:00,Centro-Oeste,730.7,950.0,2,306.9
1120,2026-02-16 16:00:00,Sudeste,1149.7,1450.0,5,482.87
1121,2026-02-16 17:00:00,Sul,913.58,1050.0,3,383.7
1122,2026-02-16 18:00:00,Nordeste,1138.22,1200.0,1,478.05
1123,2026-02-16 19:00:00,Norte,711.67,800.0,3,298.9
1124,2026-02-16 20:00:00,Centro-Oeste,788.92,950.0,3,331.35
1125,2026-02-16 21:00:00,Sudeste,1165.91,1450.0,5,489.68
1126,2026-02-16 22:00:00,Sul,720.91,1050.0,2,302.78
1127,2026-02-16 23:00:00,Nordeste,738.21,1200.0,3,310.05
1128,2026-02-17 00:00:00,Norte,453.58,800.0,4,190.5
1129,2026-02-17 01:00:00,Centro-Oeste,429.28,950.0,1,180.3
1130,2026-02-17 02:00:00,Sudeste,684.96,1450.0,5,287.68
1131,2026-02-17 03:00:00,Sul,425.12,1050.0,2,178.55
1132,2026-02-17 04:00:00,Nordeste,509.71,1200.0,1,214.08
1133,2026-02-17 05:00:00,Norte,362.45,800.0,3,152.23
1134,2026-02-17 06:00:00,Centro-Oeste,466.49,950.0,1,195.92
1135,2026-02-17 07:00:00,Sudeste,880.53,1450.0,5,369.82
1136,2026-02-17 08:00:00,Sul,679.4,1050.0,2,285.35
1137,2026-02-17 09:00:00,Nordeste,868.18,1200.0,3,364.63
1138,2026-02-17 10:00:00,Norte,559.35,800.0,1,234.93
1139,2026-02-17 11:00:00,Centro-Oeste,787.21,950.0,3,330.63
1140,2026-02-17 12:00:00,Sudeste,1197.63,1450.0,5,503.01
1141,2026-02-17 13:00:00,Sul,810.8,1050.0,4,340.54
1142,2026-02-17 14:00:00,Nordeste,972.01,1200.0,4,408.24
1143,2026-02-17 15:00:00,Norte,684.69,800.0,2,287.57
1144,2026-02-17 16:00:00,Centro-Oeste,738.49,950.0,4,310.16
1145,2026-02-17 17:00:00,Sudeste,1176.95,1450.0,5,494.32
1146,2026-02-17 18:00:00,Sul,1014.51,1050.0,4,426.09
1147,2026-02-17 19:00:00,Nordeste,1131.74,1200.0,4,475.33
1148,2026-02-17 20:00:00,Norte,692.6,800.0,1,290.89
1149,2026-02-17 21:00:00,Centro-Oeste,704.52,950.0,3,295.9
1150,2026-02-17 22:00:00,Sudeste,945.86,1450.0,5,397.26
1151,2026-02-17 23:00:00,Sul,683.36,1050.0,3,287.01
1152,2026-02-18 00:00:00,Nordeste,666.08,1200.0,4,279.75
1153,2026-02-18 01:00:00,Norte,366.8,800.0,1,154.06
1154,2026-02-18 02:00:00,Centro-Oeste,410.86,950.0,2,172.56
1155,2026-02-18 03:00:00,Sudeste,605.23,1450.0,5,254.2
1156,2026-02-18 04:00:00,Sul,413.48,1050.0,4,173.66
1157,2026-02-18 05:00:00,Nordeste,561.56,1200.0,3,235.86
1158,2026-02-18 06:00:00,Norte,439.24,800.0,4,184.48
1159,2026-02-18 07:00:00,Centro-Oeste,548.99,950.0,3,230.58
1160,2026-02-18 08:00:00,Sudeste,935.8,1450.0,5,393.04
1161,2026-02-18 09:00:00,Sul,706.37,1050.0,2,296.67
1162,2026-02-18 10:00:00,Nordeste,952.04,1200.0,1,399.86
1163,2026-02-18 11:00:00,Norte,646.01,800.0,4,271.32
1164,2026-02-18 12:00:00,Centro-Oeste,730.31,950.0,3,306.73
1165,2026-02-18 13:00:00,Sudeste,1154.7,1450.0,5,484.97
1166,2026-02-18 14:00:00,Sul,852.61,1050.0,3,358.1
1167,2026-02-18 15:00:00,Nordeste,1053.58,1200.0,1,442.5
1168,2026-02-18 16:00:00,Norte,663.5,800.0,1,278.67
1169,2026-02-18 17:00:00,Centro-Oeste,856.92,950.0,1,359.91
1170,2026-02-18 18:00:00,Sudeste,1242.18,1450.0,5,521.72
